No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah
95, 2010103,SMK NEGERI 1 LASUSUA,40404475,N,115,55.17,43.13,26.72,71.69,"49,18",20,10,103
96, 2010104,SMKN 1 WATUNOHU,40404585,N,81,64.37,69.41,62.31,79.01,"68,78",20,10,104
97, 2010105,SMK OPU MAPATA,69830542,S,15,66.93,53.6,55.5,82.75,"64,70",20,10,105
98, 2010106,SMKN 1 PAKUE TENGAH,69788259,N,49,46.04,38.78,29.29,76.39,"47,63",20,10,106
99, 2011101,SMK NEGERI 1 MOLAWE,40404711,N,53,53.92,63.47,65.05,67.43,"62,47",20,11,101
100, 2011102,SMK KESEHATAN NUSANTARA,40405854,S,24,52.33,64.5,67.4,73.85,"64,52",20,11,102
101, 2011103,SMKS KESEHATAN WANGGUDU,69811390,S,17,52.82,64.35,59.71,66.82,"60,93",20,11,103
102, 2012102,SMKN 1 KULISUSU UTARA,40404758,N,18,57.56,65.33,67.08,73.6,"65,89",20,12,102
103, 2012103,SMKN 1 WAKORUMBA UTARA,40404763,N,17,67.18,77.29,70,70.39,"71,22",20,12,103
104, 2012104,SMKN 1 KAMBOWA,40404751,N,26,66.23,68.54,65.77,75.03,"68,89",20,12,104
105, 2012105,SMKN 1 BONEGUNU,40405208,N,7,68.57,69.43,79.29,75.3,"73,15",20,12,105
106, 2012106,SMKN 1 KULISUSU,40406060,N,21,67.14,63.62,63.93,74.43,"67,28",20,12,106
107, 2013101,SMK NEGERI 1 TIRAWUTA,40403595,N,87,50.37,55.1,31.64,75.03,"53,04",20,13,101
108, 2013102,SMK NEGERI 1 LOEA,40404614,N,49,49.84,43.31,25.41,71.82,"47,60",20,13,102
109, 2013103,SMK NEGERI 1 LAMBANDIA,40403568,N,116,54.86,41.9,28.04,68.28,"48,27",20,13,103
110, 2013104,SMK NEGERI 1 DANGIA,40404273,N,92,68.26,67.11,57.2,76.99,"67,39",20,13,104
111, 2013105,SMK NEGERI 1 TINONDO,40404261,N,34,51.76,50.82,57.94,72.64,"58,29",20,13,105
112, 2013106,SMK NEGERI 1 UEESI,40404589,N,33,37.33,50.67,22.88,68.1,"44,75",20,13,106
113, 2013107,SMK NEGERI 1 MOWEWE,69760757,N,42,56.67,57.29,29.05,71.05,"53,52",20,13,107
114, 2013108,SMKS KESEHATAN AL- MUNAWARAH LADONGI,69760759,S,6,55.33,58.67,62.92,76.93,"63,46",20,13,108
115, 2013109,SMK HUSADA LABATAMBA RATE-RATE,69760756,S,8,48.5,47.25,40,77.88,"53,41",20,13,109
116, 2014101,SMK NEGERI 1 WAWONII,40403669,N,31,63.03,80.65,56.21,73.63,"68,38",20,14,101
117, 2014102,SMK KESEHATAN WAWONII,69763255,S,16,59.75,77.13,60.31,77.69,"68,72",20,14,102
118, 2015101,SMKN 1 MAWASANGKA,40404618,N,52,69.23,74.12,68.8,76.42,"72,14",20,15,101
119, 2015102,SMKN 1 MAWASANGKA TENGAH,40404615,N,46,70.52,63.83,69.4,73.8,"69,39",20,15,102
120, 2015103,SMK BINA BAKTI MAWASANGKA,40404169,S,85,60.02,59.22,64.18,69.78,"63,30",20,15,103
121, 2015104,SMKS AL GHURABA,60726558,S,20,45.9,66,55.25,75.68,"60,71",20,15,104
122, 2015105,SMKS WAKEAKEA,60730207,S,8,59,56,59.38,78.9,"63,32",20,15,105
123, 2016101,SMKN 1 BATAUGA,40403044,N,61,47.25,52.33,26.89,76.55,"50,76",20,16,101
124, 2016102,SMKS AL SAFITRI,40404991,S,37,52.54,60.32,35.95,74.34,"55,79",20,16,102
125, 2017101,SMKN 1 KUSAMBI,40404105,N,72,59.81,70.17,62.74,77.4,"67,53",20,17,101
126, 2017102,SMKN 1 TIWORO UTARA,40402944,N,43,68.47,69.49,71.16,70.79,"69,98",20,17,102
127, 2017103,SMKN 1 WADAGA,40404741,N,10,72,72.6,76.75,75.78,"74,28",20,17,103
1, 2101101,SMK NEGERI 1 AMBON,60102001,N,238,62.31,49.92,33.7,74.51,"55,11",21,01,101
2, 2101102,SMK NEGERI 2 AMBON,60101998,N,167,58.75,42.2,28.52,74.03,"50,88",21,01,102
3, 2101103,SMK NEGERI 3 AMBON,60101987,N,244,54.78,40.78,24.86,73.01,"48,36",21,01,103
4, 2101104,SMK NEGERI 4 AMBON,60101973,N,201,51.07,70.5,59.79,73.53,"63,72",21,01,104
5, 2101105,SMK NEGERI 5 AMBON,60101983,N,33,51.33,38.79,26.36,69.92,"46,60",21,01,105
6, 2101106,SMK NEGERI 6 AMBON,60103099,N,60,54.07,42.4,23.96,71.42,"47,96",21,01,106
7, 2101107,SMK NEGERI 7 AMBON,60101997,N,161,54.62,41.81,25.2,67.38,"47,25",21,01,107
8, 2101108,SMK PGRI AMBON,60102780,S,22,50.73,64.64,24.2,69.83,"52,35",21,01,108
9, 2101109,SMK MUHAMMADIYAH AMBON,60102779,S,76,57.68,68.34,34.61,74.83,"58,87",21,01,109
10, 2101110,SMK AL-WATHAN AMBON,60102778,S,45,50.93,31.91,24.06,67.34,"43,56",21,01,110
11, 2101111,SEKOLAH PERTANIAN PEMBANGUNAN,60103924,N,42,46.95,64.67,49.4,75.48,"59,13",21,01,111
12, 2101112,SMK JAYANEGARA AMBON,60103671,S,9,52.22,35.33,26.11,67.81,"45,37",21,01,112
13, 2101113,SMK KESEHATAN AMBON,69761970,S,228,61.05,64.99,29.92,76.05,"58,00",21,01,113
14, 2101114,SMK NEGERI 8 AMBON,69860529,N,27,56.52,70.3,49.63,78.33,"63,70",21,01,114
15, 2101115,SUPM NEGERI WAIHERU,60104523,N,122,52.92,44.34,49.28,78.91,"56,36",21,01,115
16, 2101116,SMK KESEHATAN FANYOSWER,69855682,S,12,69.83,40.67,28.75,76.93,"54,05",21,01,116
17, 2101117,SMK PRIMADARMA AMBON,69867984,S,8,57.75,50,25.63,72.13,"51,38",21,01,117
18, 2102101,SMK PERIKANAN LUSWED TUAL,60100828,S,17,41.29,29.06,25.15,61.53,"39,26",21,02,101
19, 2102102,SMK PELAYARAN BAHARI NUSANTARA TUAL,60100825,S,21,62.48,77.43,57.38,77.62,"68,73",21,02,102
20, 2102103,SMK NEGERI 1 TUAL,69849370,N,58,48.62,54.45,29.78,74.19,"51,76",21,02,103
21, 2102104,SMK KESEHATAN ROMEL TUAL,60105445,S,156,45.27,32.13,21.7,67.02,"41,53",21,02,104
22, 2102105,SMK NEGERI TAYANDO TAM,69824469,N,28,66.29,62.14,58.84,78.44,"66,43",21,02,105
23, 2103101,SMK NEGERI 1 AMAHAI,60100352,N,23,52.61,67.13,69.35,82.53,"67,91",21,03,101
24, 2103102,SMK NEGERI 1 MASOHI,60100166,N,105,56.42,57.1,38.05,71.48,"55,76",21,03,102
25, 2103103,SMK NEGERI 1 SAPARUA,60100168,N,38,67.32,82.63,60.79,75.45,"71,55",21,03,103
26, 2103104,SMK MUHAMMADIYAH MASOHI,60100167,S,39,60,68.21,37.63,78.5,"61,09",21,03,104
27, 2103105,SMK NEGERI 1 BANDA,60100189,N,33,55.76,47.15,49.85,76.72,"57,37",21,03,105
28, 2103106,SMK NEGERI 1 LEIHITU,60102251,N,75,73.52,75.63,58.53,78.93,"71,65",21,03,106
29, 2103107,SMK RIJALI SALAHUTU,60105434,S,19,60.53,80.53,30.26,68.06,"59,85",21,03,107
30, 2103108,SMK  KOBISONTA,60103508,S,0,0,0,0,0,"0,00",21,03,108
31, 2103109,SMK PAMAHANUNUSA MASOHI,60103613,S,99,48.73,57.35,52.5,73.3,"57,97",21,03,109
32, 2103110,SMK NEGERI 2 SAPARUA,60103663,N,58,69.69,58.66,43.53,78.13,"62,50",21,03,110
33, 2103111,SMK NEGERI SERAM UTARA BARAT,60103612,N,16,61.63,60.13,54.06,76.09,"62,98",21,03,111
34, 2103112,SMK NEGERI TELUK ELPAPUTIH,69831987,N,18,66,83.11,77.22,75.66,"75,50",21,03,112
35, 2103113,SMK NEGERI SERAM UTARA TIMUR KOBI,60103854,N,24,80.67,80.75,86.15,75.6,"80,79",21,03,113
36, 2103114,SMK NEGERI NUSA LAUT,69770334,N,12,81.17,55.83,68.13,84.84,"72,49",21,03,114
37, 2104101,SMK ALHILAAL NAMLEA,60100972,S,91,71.38,77.43,77.66,76.72,"75,80",21,04,101
38, 2104102,SMK NEGERI 1 NAMLEA,60100971,N,73,66.25,63.21,66.85,72.67,"67,25",21,04,102
39, 2104103,SMK NEGERI JIKUMERASA,60103377,N,35,71.54,70.69,83.43,79.06,"76,18",21,04,103
40, 2104104,SMK NEGERI BUMILALE,60103630,N,47,50.68,72.47,62.02,76.73,"65,48",21,04,104
41, 2104105,SMK NEGERI KAYELI,60103598,N,31,66.97,61.35,64.84,75.44,"67,15",21,04,105
42, 2104106,SMK  NEGERI BARA,69775703,N,11,63.82,69.27,82.73,71.37,"71,80",21,04,106
43, 2105101,SMK NEGERI 1 LANGGUR,60100824,N,84,48.02,31.62,21.64,72.11,"43,35",21,05,101
44, 2105102,SMK SIWA LIMA ST. JOSEP LANGGUR,60100826,S,112,48.79,34.04,23.39,72.89,"44,78",21,05,102
45, 2105103,SMK PARIWISATA SANTA THERESIA LANGGUR,60100827,S,33,69.88,59.64,71.89,79.72,"70,28",21,05,103
46, 2105104,SMK NEGERI KELAUTAN  PERIKANAN KOLSER,60100823,N,22,60.82,63.09,63.18,69.75,"64,21",21,05,104
47, 2105105,SMK NEGERI OHOINOL,60103633,N,27,63.56,41.04,41.57,78.69,"56,22",21,05,105
48, 2106101,SMK NEGERI 1 TANIMBAR SELATAN,60105436,N,118,41.42,28.44,20.17,65.4,"38,86",21,06,101
49, 2106103,SMK NEGERI SEIRA,60102304,N,18,47.22,75.89,31.11,71.02,"56,31",21,06,103
50, 2106104,SMK NEGERI 2 TANIMBAR SELATAN,60101459,N,99,45.01,29.11,19.55,69.92,"40,90",21,06,104
51, 2106105,SMK IMAKULATA SAUMLAKI,60101458,S,18,37.44,30,16.81,63.23,"36,87",21,06,105
52, 2106107,SMK NEGERI WUARLABOBAR,60101461,N,23,39.3,35.3,21.74,67.7,"41,01",21,06,107
53, 2106110,SMK NEGERI 1 TANIMBAR UTARA,60101451,N,36,36.61,24.61,21.88,63.21,"36,58",21,06,110
54, 2106111,SMK NEGERI WERTAMRIAN,60102756,N,28,41.29,47.29,40.89,73.77,"50,81",21,06,111
55, 2107101,SMK NEGERI 1 BULA,60101662,N,82,60.76,61.17,69.6,74.21,"66,44",21,07,101
56, 2107102,SMK NEGERI 2 BULA,60103627,N,12,67,62,64.17,73.79,"66,74",21,07,102
57, 2107103,SMK NEGERI 1 PULAU GOROM,60103540,N,19,48.21,48.95,37.63,78.65,"53,36",21,07,103
58, 2107104,SMK NEGERI 1 SERAM TIMUR,60103634,N,53,76.79,74.04,62.97,73.18,"71,75",21,07,104
59, 2107106,SMK PERSIAPAN BATUASA,60103637,S,24,76.83,79.17,78.96,77.75,"78,18",21,07,106
60, 2107107,SMK PERSIAPAN WAKATE,60103636,S,14,59,62.29,68.21,71.51,"65,25",21,07,107
61, 2107108,SMK NEGERI TELUK WARU,60103638,S,17,72.35,50.82,51.18,69.41,"60,94",21,07,108
62, 2107109,SMKS PERSIAPAN GOROM TIMUR,69725968,S,31,56.71,54.32,81.94,72.83,"66,45",21,07,109
63, 2108101,SMK NEGERI 1 KAIRATU,60102720,N,21,79.24,67.24,73.21,81.65,"75,34",21,08,101
64, 2108102,SMK NEGERI 2 KAIRATU,60102719,N,11,76,69.45,59.77,79.75,"71,24",21,08,102
65, 2108103,SMK KRISTEN SERAM BARAT,60102761,S,38,63.26,60.95,55.26,0,"44,87",21,08,103
66, 2108104,SMK NEGERI 2 SERAM BARAT,60102896,N,13,65.69,68.31,64.04,73.64,"67,92",21,08,104
67, 2108105,SMK NEGERI TANIWEL,60102762,N,22,64.45,50.27,62.95,82.33,"65,00",21,08,105
68, 2108106,SMK NEGERI 1 SERAM BARAT,60102760,N,50,62.44,67.2,64.8,73.08,"66,88",21,08,106
69, 2108107,SMK NEGERI 3 SERAM BARAT,60103905,N,20,71.1,62.1,75.63,75.09,"70,98",21,08,107
70, 2108108,SMK NEGERI WAESALA,60103565,N,20,65.5,74.7,66.25,0,"51,61",21,08,108
71, 2108109,SMK NEGERI 4 SERAM BARAT,60103906,N,26,54.08,62.85,26.44,60.77,"51,04",21,08,109
72, 2108110,SMK TUNAS TIMUR KAIRATU,60103951,S,38,75.84,74.79,63.62,85.72,"74,99",21,08,110
73, 2108111,SMK TUNAS TIMUR PIRU,60103454,S,26,71.54,71.92,45.1,74,"65,64",21,08,111
74, 2109101,SMK NEGERI 1 DOBO,60101798,N,93,40.41,31.14,20.91,68.03,"40,12",21,09,101
75, 2109102,SMK PGRI DOBO,60101806,S,236,41.15,32.98,19.67,65.3,"39,78",21,09,102
76, 2109103,SMK JELJAKAKA DOBO,60101799,S,17,40.12,26.24,20.15,67.67,"38,55",21,09,103
77, 2109104,SMK ARAFURA DOBO,60101807,S,42,31.29,31.95,22.92,77.41,"40,89",21,09,104
78, 2109105,SMK KESEHATAN JARGARIA DOBO,69815443,S,12,35,30.17,21.46,81.44,"42,02",21,09,105
79, 2110101,SMK NEGERI LUMOY,60103429,N,24,54,68.67,42.4,71.53,"59,15",21,10,101
80, 2110102,SMK NEGERI WAESAMA,60103374,N,44,62.41,67.05,52.67,76.21,"64,59",21,10,102
81, 2110103,SMK NEGERI NAMROLE,60103929,N,56,64.82,55.96,86.16,78.41,"71,34",21,10,103
82, 2110104,SMK NEGERI WAELIKUT,60724631,N,40,82.35,70.95,81.5,62.76,"74,39",21,10,104
83, 2110105,SMK NEGERI ULIMA,69725656,N,22,61.64,38.27,42.84,74.12,"54,22",21,10,105
84, 2110106,SMK NEGERI SIMI,60103991,N,40,74.2,62.65,92,69.65,"74,63",21,10,106
85, 2110107,SMK NEGERI LEKSULA,60103992,N,29,38.07,29.03,23.62,68.28,"39,75",21,10,107
86, 2110108,SMK NEGERI NALBESSY,69821214,N,14,36.14,24.86,25.18,67.02,"38,30",21,10,108
87, 2110109,SMK NEGERI PASIR PUTIH,69824466,N,32,54.44,64.88,51.48,75.19,"61,50",21,10,109
88, 2111101,SMK NEGERI INA HOI RIWA,60102375,N,77,43.87,30,20.52,65.82,"40,05",21,11,101
89, 2111102,SMK NEGERI PERTANIAN DAN PETERNAKAN PP. BABAR,60103080,N,14,37.29,40.43,16.07,69.76,"40,89",21,11,102
90, 2111103,SMK NEGERI PERIKANAN DAN KELAUTAN MARSELA,60103850,N,13,57.85,59.23,63.65,67.13,"61,97",21,11,103
91, 2111104,SMK NEGERI PETERNAKAN DAN PERTANIAN MOLA,60103852,N,16,75.38,73.63,72.03,72.01,"73,26",21,11,104
92, 2111105,SMK NEGERI PERTANIAN DAN KELAUTAN LEBELAU,60101332,N,17,55.06,47.18,50.59,68.54,"55,34",21,11,105
93, 2111106,SMK AK. AGRIBISNIS KOKWARI,60103193,S,5,38.4,25.2,21.5,66.68,"37,95",21,11,106
94, 2111107,SMK NEGERI PERIKANAN MDONA HYERA,60103851,N,24,46.17,40.83,35.31,63.21,"46,38",21,11,107
95, 2111108,SMK NEGERI TIAKUR,69772520,N,35,51.94,48.57,32.07,69.57,"50,54",21,11,108
96, 2111109,SMK PGRI AHANARI,69899240,S,23,36.78,31.39,29.57,59.24,"39,25",21,11,109
97, 2111110,SMK NEGERI PERIKANAN DAN KELAUTAN USTUTUN,69772521,N,11,57.64,56.36,57.95,75.72,"61,92",21,11,110
1, 2201001,SMK NEGERI 1 DENPASAR,50103118,N,658,75.49,72.1,53.5,77.76,"69,71",22,01,001
2, 2201002,SMK PGRI 1 DENPASAR,50103113,S,218,62.51,70.48,47.08,72.86,"63,23",22,01,002
3, 2201003,SMK REKAYASA DENPASAR,50103130,S,192,60.59,74.03,51.48,71.95,"64,51",22,01,003
4, 2201004,SMK SARASWATI 2 DENPASAR,50103147,S,53,66.34,70.79,51.98,76.99,"66,53",22,01,004
5, 2201005,SMK NASIONAL DENPASAR,50103114,S,13,56,60.62,42.88,68.52,"57,01",22,01,005
6, 2201007,SMK FARMASI SARASWATI 3 DENPASAR,50103633,S,125,79.01,76.38,57.26,88.24,"75,22",22,01,007
7, 2201008,SMK NEGERI 2 DENPASAR,50103117,N,346,78.05,72.58,52.44,80.41,"70,87",22,01,008
8, 2201009,SMK TP 45 DENPASAR,50103145,S,58,68,76.07,43.32,77.99,"66,35",22,01,009
9, 2201010,SMK PEMBANGUNAN DENPASAR,50103636,S,78,63.69,74.21,39.78,75.08,"63,19",22,01,010
10, 2201011,SMK PGRI 2 DENPASAR,50103112,S,233,67.34,71.63,40.84,77.7,"64,38",22,01,011
11, 2201012,SMK SARASWATI 1 DENPASAR,50103146,S,215,69.57,77.66,43.66,76.63,"66,88",22,01,012
12, 2201013,SMK NEGERI 4 DENPASAR,50103115,N,279,73.87,82.26,60.08,81.67,"74,47",22,01,013
13, 2201014,SMK NEGERI 3 DENPASAR,50103116,N,472,72.32,80.19,56.93,81.16,"72,65",22,01,014
14, 2201015,SMK PARIWISATA HARAPAN DENPASAR,50103635,S,228,68.85,77.1,53.18,78.18,"69,33",22,01,015
15, 2201016,SMK KERTHA WISATA DENPASAR,50103642,S,209,71.5,77.36,55.14,75.12,"69,78",22,01,016
16, 2201017,SMK NEGERI 5 DENPASAR,50103638,N,492,68.13,78.09,55.65,80.32,"70,55",22,01,017
17, 2201018,SMK PGRI 3 DENPASAR,50103110,S,650,65.42,73.3,49.64,80.53,"67,22",22,01,018
18, 2201019,SMK PGRI 4 DENPASAR,50103129,S,641,62.8,71.81,48.25,78.48,"65,34",22,01,019
19, 2201020,SMK PGRI 5 DENPASAR,50103637,S,387,59.56,65.22,44.34,76.57,"61,42",22,01,020
20, 2201021,SMK TI BALI GLOBAL,50103643,S,407,71.4,68.15,36.43,76.25,"63,06",22,01,021
21, 2201022,SMK DWIJENDRA DENPASAR,50103833,S,88,69.25,76.11,47.84,81.56,"68,69",22,01,022
22, 2201024,SMK BALI DEWATA,50103908,S,34,57.71,65.53,43.31,75.96,"60,63",22,01,024
23, 2201025,SMK PGRI 6 DENPASAR,50103906,S,91,58.37,74.84,52.23,80.33,"66,44",22,01,025
24, 2201026,SMK DUTA BANGSA DENPASAR,50103909,S,63,58.73,67.43,41.31,74.47,"60,49",22,01,026
25, 2201027,SMK KESEHATAN BALI MEDIKA,50103910,S,209,78,81.37,87.17,81.41,"81,99",22,01,027
26, 2201028,SMK ERLANGGA,50105493,S,16,62.63,80.5,58.44,82.49,"71,02",22,01,028
27, 2201029,SMK TEKNOLOGI NASIONAL DENPASAR,50103911,S,27,67.63,49.63,30.65,76.6,"56,13",22,01,029
28, 2201030,SMK BINA MADINA DENPASAR,50105447,S,36,56.39,63.22,29.51,75.71,"56,21",22,01,030
29, 2201031,SMK TEKNOLOGI WIRA BHAKTI DENPASAR,50103907,S,50,63.32,52.8,29.15,73.62,"54,72",22,01,031
30, 2201032,SMK FARMASI BINTANG PERSADA,50105467,S,62,73.23,77.03,62.58,84.84,"74,42",22,01,032
31, 2201033,SMK KESEHATAN BALI DEWATA,69765015,S,29,66.76,71.45,49.66,83.69,"67,89",22,01,033
32, 2201034,SMK KESEHATAN PGRI DENPASAR,69759223,S,214,69.23,78.11,60.27,83.93,"72,89",22,01,034
33, 2202001,SMK NEGERI 1 GIANYAR,50102018,N,389,62.42,63.82,49.88,81.78,"64,48",22,02,001
34, 2202002,SMK NEGERI 1 SUKAWATI,50102019,N,129,62.68,77.5,50.25,80.57,"67,75",22,02,002
35, 2202003,SMK NEGERI 2 SUKAWATI,50102020,N,278,67.54,77.62,55.12,79.31,"69,90",22,02,003
36, 2202004,SMK NEGERI 3 SUKAWATI,50102021,N,247,58.55,68.7,40.69,82.63,"62,64",22,02,004
37, 2202005,SMK SARASWATI 1 GIANYAR,50102025,S,21,51.52,71.14,43.45,77.11,"60,81",22,02,005
38, 2202007,SMK SARASWATI 3 GIANYAR,50102017,S,15,56,47.2,24,74.43,"50,41",22,02,007
39, 2202008,SMK PGRI 1 GIANYAR,50102023,S,225,54.18,48.73,32.42,74.86,"52,55",22,02,008
40, 2202010,SMK PARIWISATA KERTAYASA SINGAKERTA,50103389,S,300,52.32,65.68,45.35,78.29,"60,41",22,02,010
41, 2202011,SMK PGRI PAYANGAN,50102024,S,254,51.96,52.84,31.64,76,"53,11",22,02,011
42, 2202012,SMK SARASWATI SUKAWATI,50102015,S,46,52.39,47.39,28.37,76.01,"51,04",22,02,012
43, 2202013,SMK PARIWISATA PUTRA BANGSA UBUD,50102022,S,214,52.34,54.67,33.45,75.32,"53,95",22,02,013
44, 2202014,SMK SINGAMANDAWA GIANYAR,50102005,S,27,53.41,52.37,27.59,75.54,"52,23",22,02,014
45, 2202015,SMK PARIWISATA TRISAKTI TAMPAKSIRING,50103391,S,46,48.96,47.43,30.05,73.2,"49,91",22,02,015
46, 2202016,SMK PGRI BLAHBATUH,50103390,S,93,48.9,45.57,28.98,74.04,"49,37",22,02,016
47, 2202017,SMK NEGERI 1 MAS UBUD,50103388,N,230,69.4,77.43,55.72,79.04,"70,40",22,02,017
48, 2202018,SMK NEGERI 1 TAMPAKSIRING,50103356,N,252,57.37,62.28,42.28,77.95,"59,97",22,02,018
49, 2202019,SMK PARIWISATA BUDAYA BEDULU,50103387,S,164,54.34,61.48,30.98,74.23,"55,26",22,02,019
50, 2202020,SMK WERDHI SILA KUMARA,50103615,S,412,58.67,65.48,45.28,78.79,"62,06",22,02,020
51, 2202021,SMK PARIWISATA BALI GLOBAL ASHRAM GIANYAR,50103893,S,52,60.15,68.5,47.79,79.72,"64,04",22,02,021
52, 2202022,SMK NEGERI 1 TEGALLALANG,50103614,N,224,55.27,54.67,30.44,74.3,"53,67",22,02,022
53, 2202024,SMK PARIWISATA PGRI UBUD,50103905,S,103,52.19,62.62,37.06,76.31,"57,05",22,02,024
54, 2202025,SMK SMSR UBUD,50102049,S,346,65.28,78.82,60.51,80.08,"71,17",22,02,025
55, 2202026,SMK PGRI 2 GIANYAR,50105413,S,56,54.32,51.18,31.29,75.63,"53,11",22,02,026
56, 2202027,SMK DWIJENDRA GIANYAR,50105408,S,27,60.3,47.85,32.96,73.03,"53,54",22,02,027
57, 2202028,SMK KESEHATAN MAHARISHI,50105449,S,51,59.29,49.96,32.21,78.85,"55,08",22,02,028
58, 2202029,SMK KESEHATAN SANJIWANI,50105496,S,131,66.18,77.65,56.91,83.57,"71,08",22,02,029
59, 2202030,SMK PARIWISATASILA CHANDRA BATUBULAN,50105495,S,9,46.22,57.78,20.83,72.64,"49,37",22,02,030
60, 2202031,SMK PARIWISATA GANESHA UBUD,69754420,S,195,57.65,59.03,38.99,76.31,"58,00",22,02,031
61, 2203001,SMK NEGERI 1 BANGLI,50102553,N,244,69.49,51.68,38.13,76.25,"58,89",22,03,001
62, 2203002,SMK TP 45 BANGLI,50103623,S,27,50.67,59.41,18.98,76.44,"51,38",22,03,002
63, 2203003,SMK NEGERI 2 BANGLI,50102572,N,290,55.19,49.83,33.54,75.93,"53,62",22,03,003
64, 2203004,SMK NEGERI 2 KINTAMANI,50102571,N,60,51.97,48.2,35.29,75.31,"52,69",22,03,004
65, 2203005,SMK NEGERI 1 KINTAMANI,50102574,N,51,56.78,42.82,30.05,71.14,"50,20",22,03,005
66, 2203006,SMK NEGERI 3 KINTAMANI,50105403,N,127,56.43,47.65,28.13,72.72,"51,23",22,03,006
67, 2203008,SMK NEGERI 3 BANGLI,50102569,N,98,52.65,44.96,33.06,72.02,"50,67",22,03,008
68, 2203009,SMK NEGERI 4 BANGLI,50102570,N,44,53.73,43.27,26.88,75.55,"49,86",22,03,009
69, 2203010,SMK NEGERI 1 SUSUT,50102573,N,94,53.66,43.19,28.62,75.48,"50,24",22,03,010
70, 2203011,SMK PGRI TEMBUKU,50105411,S,21,55.33,50.38,29.17,72.57,"51,86",22,03,011
71, 2203012,SMK PRAJA PANDAWA,50105529,S,14,57.29,48.29,30.89,77.32,"53,45",22,03,012
72, 2203013,SMK NEGERI 1 TEMBUKU,50105524,N,85,59.36,58.4,43.82,78.98,"60,14",22,03,013
73, 2203014,SMK PARIWISATA UNA ROSSA,69788521,S,5,26.4,32,20,67.74,"36,54",22,03,014
74, 2203015,SMK SASTRA MANDALA,69774591,S,27,54.44,53.19,33.8,72.77,"53,55",22,03,015
75, 2204001,SMK NEGERI 1 KLUNGKUNG,50102353,N,508,67.53,77.21,55.62,86.64,"71,75",22,04,001
76, 2204002,SMK P G R I KLUNGKUNG,50102352,S,25,53.52,66.72,57.4,78.59,"64,06",22,04,002
77, 2204003,SMK PARIWISATA YAPPARINDO KLUNGKUNG,50102351,S,370,69.88,60.1,67.05,77.98,"68,75",22,04,003
78, 2204004,SMK NEGERI 1 NUSA PENIDA,50103366,N,207,55.09,72.54,71.11,78.82,"69,39",22,04,004
79, 2204005,SMK EKA WIDYA SEMARA KLUNGKUNG,50103853,S,38,48.16,42.26,29.74,71.83,"48,00",22,04,005
80, 2204006,SMK KESEHATAN PANCA ATMA JAYA,50103895,S,53,70.11,85.58,76.98,77.18,"77,46",22,04,006
81, 2204007,SMK PARIWISATA ASWAWEDA SEMARAPURA,50105528,S,14,51.86,64.43,25.89,73.17,"53,84",22,04,007
82, 2205001,SMK NEGERI 1 ABANG,50102771,N,295,59.78,49.74,31.57,74.21,"53,83",22,05,001
83, 2205002,SMK NASIONAL,50103676,S,37,53.41,45.95,26.96,68.66,"48,75",22,05,002
84, 2205003,SMK SARASWATI AMLAPURA,50102772,S,31,53.87,42.65,31.37,73.41,"50,33",22,05,003
85, 2205004,SMK WIDYA WISATA GRAHA,50103675,S,70,57.57,53.4,33.71,76.34,"55,26",22,05,004
86, 2205005,SMK NEGERI 1 MANGGIS,50103677,N,296,56.51,49.36,31.7,71.3,"52,22",22,05,005
87, 2205006,SMK NEGERI 1 KUBU,50103852,N,283,57.63,52.59,34.96,77.03,"55,55",22,05,006
88, 2205007,SMK PGRI AMLAPURA,50103858,S,65,59.45,51.17,32.42,75.17,"54,55",22,05,007
89, 2205008,SMK NUSA DUA TOYA ANYAR,50105543,S,89,56.92,56.61,45.25,79.74,"59,63",22,05,008
90, 2205009,SMK GIRI PENDAWA RENDANG,50105647,S,182,57.38,52.29,33.91,72.26,"53,96",22,05,009
91, 2205010,SMK DHARMA PRASANTHI AMLAPURA,69764525,S,56,57.93,54.14,36.56,71.63,"55,07",22,05,010
92, 2205011,SMK NEGERI 1 AMLAPURA,69762794,N,200,62.66,57.16,38.53,76.68,"58,76",22,05,011
93, 2206001,SMK NEGERI 1 SINGARAJA,50100288,N,540,64.7,57.01,38.29,78.48,"59,62",22,06,001
94, 2206002,SMK NEGERI 2 SINGARAJA,50100290,N,377,58.87,59.28,33.4,77.42,"57,24",22,06,002
95, 2206003,SMK NEGERI 3 SINGARAJA,50100291,N,605,57.04,55.91,32.81,76.99,"55,69",22,06,003
96, 2206004,SMK NEGERI 1 SUKASADA,50100289,N,134,56.52,44.66,28.38,78.49,"52,01",22,06,004
97, 2206005,SMK NEGERI 1 SERIRIT,50103727,N,241,57.33,55,32.94,76.59,"55,47",22,06,005
98, 2206006,SMK WIDYA PARAMITA,50100296,S,15,40.13,49.07,26.17,66.51,"45,47",22,06,006
99, 2206007,SMK TP 45 SINGARAJA,50100295,S,11,47.64,52.73,25,75.99,"50,34",22,06,007
100, 2206008,SMK PGRI 1 SINGARAJA,50100294,S,95,50.8,38.53,25.16,70.12,"46,15",22,06,008
101, 2206009,SMK TRIATMA JAYA,50103731,S,189,58.9,73.93,50.45,83.06,"66,59",22,06,009
